date,title,content,position,loss_ratio
2023-09-12,"['中国公共充电基础设施整体维持增长', '1至8月铁路运输业三大指标稳步增长', '民政部：从三个方面推动养老事业和养老产业发展', '中国8月社会融资增量为3.12万亿元，比上年同期多6316亿元']","['中新社北京9月11日电 中国电动汽车充电基础设施促进联盟11日发布的2023年8月电动汽车充换电基础设施运行情况显示：中国公共充电基础设施整体维持增长。   据介绍，2023年8月公共充电…', '央视网消息(新闻联播)：国铁集团最新数据显示，前8个月，全国铁路固定资产投资、旅客发送量、货物发送量三大指标稳步增长。   1—8月份，全国铁路完成固定资产投资4320亿元，同比增长7.2…', '中新网9月12日电 国务院新闻办公室12日举行“权威部门话开局”系列主题新闻发布会，民政部部长唐登杰在会上表示，民政部将紧紧抓住“十四五”重要窗口机遇期，重点从三个方面推动养老事业和养老产…', '中新社北京9月11日电 中国央行11日公布数据显示，据初步统计，8月份社会融资规模增量为3.12万亿元(人民币，下同)，比上年同期多6316亿元。其中，对实体经济发放的人民币贷款增加1.34…']",1,0.0020305114515787
2023-09-11,"['央行：8月末社会融资规模存量为368.61万亿元 同比增长9%', '中汽协：8月汽车销量258.2万辆 同比增长8.4%', '三部门出手！制止婚宴餐饮浪费', '“旅游+产业”串起消费新场景 为乡村振兴注入勃勃生机', '文旅消费有望继续延续复苏势头 国内旅游市场加速回暖', '“一带一路”订单多 长三角外贸韧性强', '全部导航 中国中小企业发展指数连续三个月上升', '长三角区域市场一体化商务发展合作走向深入', '五部门印发通知 布局建设现代流通战略支点城市', '暑期效应带动8月份中国CPI同比由降转涨']","['中新网9月11日电 据央行网站11日消息，初步统计，2023年8月末社会融资规模存量为368.61万亿元，同比增长9%。其中，对实体经济发放的人民币贷款余额为230.24万亿元，同比增长1…', '中新网9月11日电 据中汽协会数据微信公众号11日消息，中汽协数据显示，8月，汽车产销分别完成257.5万辆和258.2万辆，环比分别增长7.2%和8.2%，同比分别增长7.5%和8.4%…', '中新网9月11日电 近日，市场监管总局、民政部和中央精神文明建设办公室联合印发《关于进一步做好制止婚宴餐饮浪费工作的通知》(以下简称《通知》)。   《通知》指出，婚宴服务经营者应当将制止…', '央视网消息：“城市漫步”让人们在走走停停的慢节奏中感受别样的城市风光，而在农村，“旅游+产业”串起各种消费新场景，为乡村振兴注入了勃勃生机。下面就到西藏、江西等地去看一看。   眼前这位“…', '央视网消息：今年三季度，消费提振按下“快进键”，一系列促消费政策陆续出台落地。而暑期叠加即将到来的中秋、国庆长假，文旅消费有望继续延续复苏势头，在稳定消费增长中发挥更大的作用。   中国旅…', '今年1至7月，长三角三省一市外贸进出口总值约8.6万亿元，约占全国进出口总值的36.54%。数据显示，长三角出口产品结构不断优化，对共建“一带一路”国家的进出口数据尤为亮眼，成为外贸出口新增长…', '中国中小企业协会今天（9月11日）发布，随着扩内需、减税费、促民企、活资本等一系列经济稳增长政策出台实施，8月中国中小企业发展指数连续第三个月上升。 8月中国中小企业发展指数为89.4，比7月…', '日前，上海、江苏、浙江、安徽商务主管部门在北京共同签署《深化长三角区域市场一体化商务发展合作协议》。根据《合作协议》，三省一市商务主管部门将重点在推进市场规则制度共通、商业基础设施共联、商贸流…', '本报北京9月10日电 近日，国家发展改革委会同自然资源部、交通运输部、商务部、市场监管总局印发《关于布局建设现代流通战略支点城市的通知》。 通知坚持系统思维和全局观念，突出国家所需和城市所长，…', '中新社北京9月9日电 中国国家统计局9日公布，随着消费市场继续恢复，供求关系持续改善，8月份，中国居民消费价格指数(CPI)由上月同比下降0.3%转为上涨0.1%，环比涨幅亦略有扩大。 国家…']",2,0.0021012013687727
2023-11-20,"['工信部：积极培育新兴独角兽企业和领军企业', '商务部：今年前10个月全国吸收外资9870.1亿元人民币', '1-10月邮政行业寄递业务量累计完成1297.2亿件', '前三季度中国海洋生产总值7.2万亿元 海洋经济持续恢复向好', '增长110.3%、94.6%、90%…… 信心、热度不减！外商加码对华投资', '第二十五届高交会累计洽商交易372.79亿元', '国家发改委：确保明年经济开好局、起好步']","['11月20日，在2023中国5G+工业互联网大会上，工业和信息化部党组书记、部长金壮龙表示，将继续扎实做好“5G+工业互联网”各项工作，为推进新型工业化、建设现代化产业体系提供坚强的支撑。…', '商务部最新数据显示，今年1—10月，全国新设立外商投资企业41947家，同比增长32.1%；实际使用外资金额9870.1亿元人民币，同比下降9.4%。 从行业看，制造业实际使用外资金额2834…', '中新网11月20日电 据国家邮政局网站消息，1-10月，邮政行业寄递业务量累计完成1297.2亿件，同比增长14.3%。其中,快递业务量(不包含邮政集团包裹业务)累计完成1051.7亿件，…', '中新社北京11月20日电 中国自然资源部海洋战略规划与经济司司长何广顺20日在北京举行的新闻发布会上表示，前三季度，全国海洋经济持续恢复向好。初步核算，前三季度中国海洋生产总值7.2万亿元…', '央视网消息：2023年以来，中国持续推进外商投资体制改革，利用外资水平不断提高。商务部11月17日发布数据显示，2023年1—10月份，全国新设立外商投资企业41947家，同比增长32.1…', '中新社深圳11月19日电 累计入场人数24.8万人次，超过上届总人数；累计洽商交易金额372.79亿元人民币；史上规模最大、参与国家和地区最多......第二十五届中国国际高新技术成果交易…', '如何看待当前经济形势？怎样进一步促进民营经济高质量发展？如何保障能源安全供应、确保人民群众温暖过冬？11月16日，国家发展改革委举行新闻发布会，围绕当前经济运行的热点问题进行了回应。 精准有…']",3,0.0021181315543339
2023-09-28,"['中国规上工业企业利润加快恢复 8月同比增17.2%', '外汇局：2023年6月末，我国银行业对外金融资产15026亿美元', '1-8月中国汽车制造业营业收入保持增长', '数据要素白皮书：中国数据要素政策体系架构已初步形成', '长三角成为科创板上市公司数量最多、市值最高地区', '三大交易所规范关键少数股份减持', '强化知识产权全链条保护', '多举措繁荣出境游市场', '三部门：2022年中国对外直接投资流量1631.2亿美元 为全球第2位']","['中新社北京9月27日电 中国国家统计局27日公布，8月份中国规模以上工业企业利润同比增长17.2%，自去年下半年以来，工业企业当月利润首次实现正增长。1—8月份，规上工业企业利润同比下降11…', '9月27日，国家外汇管理局公布2023年6月末中国银行业对外金融资产负债数据。2023年6月末，我国银行业对外金融资产15026亿美元，对外负债13771亿美元，对外净资产1255亿美元，其中…', '中新社北京9月27日电 中国汽车工业协会27日披露，2023年1-8月，中国汽车制造业营业收入保持增长。   据中国汽车工业协会整理的国家统计局数据显示，2023年1-8月，中国汽车制造业…', '中国信息通信研究院26日在“2023年数据要素发展大会”上发布了《数据要素白皮书(2023年)》。白皮书表示，中国数据要素政策体系架构已初步形成，擎画出数据要素大循环、数据要素价值充分实现…', '中新社上海9月27日电 记者从27日举行的长三角资本市场服务基地第五届年会上获悉，该基地揭牌近五年来，培育上市资源成效显著。截至9月15日，长三角科创板上市公司267家，总市值3.04万亿…', '本报讯 昨天，沪深证券交易所分别发布通知进一步规范股份减持行为有关事项，北交所也修订发布股份减持的监管指引，加大对关键少数减持的监管，传递出从严监管的信号。减持新规自发布之日起实施。   …', '知识产权有助于激发社会创新活力、支撑实体经济创新改革，促进创新成果普惠大众与服务开放型经济发展。要健全相关法律制度体系，强化全链条保护，营造知识产权保护的良好社会环境。   国家知识产权局…', '我国出境旅游市场强劲回暖，供需两端加快复苏，今年“十一”假期或迎来一波出境游高峰。文化和旅游部办公厅不久前发布通知，恢复全国旅行社及在线旅游企业经营中国公民赴有关国家和地区(第三批)出境团…', '中新网9月28日电 据商务微新闻微信公众号消息，商务部、国家统计局和国家外汇管理局28日联合发布《2022年度中国对外直接投资统计公报》，其中提到，2022年，中国对外直接投资流量1631…']",4,0.002124166654695
2023-11-15,"['国家统计局：就业形势有望继续保持总体稳定', '国家统计局：下阶段经济有望延续恢复向好态势', '国家统计局：制造业恢复发展的基础还需要进一步巩固', '国家统计局：工业企业利润连续增长利于提高企业生产积极性', '2022年我国与APEC成员进出口总额占我国进出口总额的59.7%', '《中国城市信用发展报告2023》发布 梳理中国城市信用建设新成效', '国家统计局：10月份国民经济持续恢复向好', '国家统计局：价格低位运行状况将逐步缓解 不会出现通货紧缩', '前三季度新设民营企业增长15.3%']","['中新网11月15日电 国务院新闻办公室15日举行新闻发布会，介绍2023年10月份国民经济运行情况。国家统计局新闻发言人、总经济师、国民经济综合统计司司长刘爱华在会上表示，今年以来，党中央…', '中新网11月15日电 国务院新闻办公室15日举行新闻发布会，介绍2023年10月份国民经济运行情况。国家统计局新闻发言人、总经济师、国民经济综合统计司司长刘爱华在会上表示，关于下阶段中国经…', '中新网11月15日电 国务院新闻办公室15日举行新闻发布会，介绍2023年10月份国民经济运行情况。国家统计局新闻发言人、总经济师、国民经济综合统计司司长刘爱华在会上强调，对PMI的波动，…', '中新网11月15日电 国务院新闻办公室15日举行新闻发布会，介绍2023年10月份国民经济运行情况。国家统计局新闻发言人、总经济师、国民经济综合统计司司长刘爱华在会上表示，规模以上工业企业…', '记者从商务部等部门了解到，近年来，我国与其它20个APEC经济体不断深化经贸合作，为建设亚太经济持续贡献中国力量。   2022年，我国与APEC成员进出口总额为37390.8亿美元，占我…', '中新社郑州11月14日电 《中国城市信用发展报告2023》(以下简称报告)14日在河南郑州举行的“第五届中国城市信用建设高峰论坛”上正式发布，系统梳理中国城市信用建设的新进展、新成效。  …', '10月份，在以习近平同志为核心的党中央坚强领导下，各地区各部门坚决贯彻落实党中央、国务院决策部署，坚持稳中求进工作总基调，完整、准确、全面贯彻新发展理念，加快构建新发展格局，扎实推动高质量…', '中新网11月15日电 国务院新闻办公室15日举行新闻发布会，介绍2023年10月份国民经济运行情况。国家统计局新闻发言人、总经济师、国民经济综合统计司司长刘爱华在会上表示，下阶段价格低位运…', '记者14日从国家市场监督管理总局获悉：前三季度，全国新设民营企业706.5万户，同比增长15.3%。截至9月底，全国登记在册民营企业数量超过5200万户，民营企业在企业总量中的占比达到92.…']",5,0.0021661881226141
2023-10-10,"['国家发改委：持续推进六大经济走廊建设提质增效', '白皮书：2013-2022年中国与共建“一带一路”国家进出口额年均增长6.4%', '9月中国汽车消费指数为78.6 略低于上月', '自然资源部：“十四五”以来中国油气矿产勘查投入创历史新高', '超6成百强房企9月销售额环比增长', '10月中国零售业景气指数较上月微升0.5个百分点 创近一年新高']","['中新社北京10月10日电 中国国家发展和改革委员会副主任丛亮10日表示，将持续推进六大经济走廊建设提质增效，不断释放经济走廊发展潜力。   国际经济合作走廊是共建“一带一路”的重要载体之一…', '中新社北京10月10日电 中国国务院新闻办公室10日发布《共建“一带一路”：构建人类命运共同体的重大实践》白皮书称，2013-2022年，中国与共建国家进出口总额累计19.1万亿美元，年均…', '中新社北京10月9日电 中国汽车流通协会9日发布最新一期“汽车消费指数”：2023年9月份汽车消费指数为78.6，略低于上月。预计第四季度中国汽车市场将会持续向好。   中国汽车流通协会分…', '中新社北京10月9日电 中国正全力推进新一轮找矿突破战略行动。   中国自然资源部部长王广华9日在北京透露，“十四五”以来，中国新一轮找矿突破战略行动取得阶段性成果。全国矿产勘查投资连续两…', '本报讯 今年9月以来，房地产利好政策不断，为楼市吹来徐徐暖风。近日，房企陆续公布2023年前三季度业绩，据机构统计，2023年1至9月，百强房企实现销售操盘金额41567.4亿元，同比降低…', '中新社北京10月9日电 中国商业联合会9日发布的10月份中国零售业景气指数(CRPI)报告显示，10月中国零售业景气指数为51.3%，较上月微升0.5个百分点，创近一年新高。 中国商业联合会…']",6,0.0021692754793525
2023-10-12,"['中国142家公司上榜2023年《财富》世界500强企业', '中行数据显示共建“一带一路”国家跨境人民币使用增长迅速', '“金九”乘用车零售环比增长5%', '前三季度汽车工业多项经济指标持续走强', '国家税务总局：前8月全国新增减税降费及退税缓费超1.15万亿元']","['中新社广州10月12日电 以“新格局：巨变与重建”为主题的2023年《财富》世界500强峰会12日在广州举行。会上举行了2023年《财富》世界500强上榜企业证书颁发仪式，中国共有142家…', '中新社北京10月12日电 记者12日从中国银行获悉，今年前8月，中行境外机构办理跨境人民币结算业务14.3万亿元，同比增长4.45%。其中，涉及共建“一带一路”国家的机构办理跨境人民币结算…', '本报讯 昨天，乘用车市场信息联席会举办月度市场分析会。2023年9月，乘用车市场零售达到201.8万辆，同比增长5.0%，环比增长5.0%。其中，新能源车市场增速继续高于大盘，9月零售74…', '央视网消息(新闻联播)：中国汽车工业协会今天(10月11日)发布的数据显示，今年前三季度，我国汽车市场整体保持稳定增长。9月当月，汽车产销延续增长态势，产销量均创历史同期新高。   中国汽…', '国家税务总局最新数据显示，前8个月，全国新增减税降费及退税缓费超过1.15万亿元。今年以来，一系列力度大、针对性强的减税降费政策密集出台，有力支持实体经济发展、增强企业创新能力。 数据显示：…']",7,0.0021903745660278
2023-09-25,"['今年上半年中国58家上市银行整体营收同比增0.5%', '9月渣打中国中小企业信心指数上升 中小企业新订单数大幅反弹', '8月普惠金融-景气指数企稳向好 工业服务业增势明显', '国务院国资委年度报告：央企整体效益保持平稳增长', '肖钢：建立中国特色估值体系资管机构承担重要责任', '国资央企系统将加快发展战略性新兴产业', '我国服务业结构优化升级态势持续', '我国前8个月经济加速跑 多项数据表现亮眼']","['中新社上海9月22日电 (记者 陈静 姜煜)记者22日获悉，9月渣打中国中小企业信心指数(SMEI)由8月的50.8升至51.3。制造业中小企业经营现状指数升至近15个月新高。   受内需…', '中新社上海9月22日电 记者22日获悉，9月渣打中国中小企业信心指数(SMEI)由8月的50.8升至51.3。制造业中小企业经营现状指数升至近15个月新高。   受内需反弹推动，销售/生产…', '中新网北京9月22日电 最新发布的普惠金融-景气指数显示，2023年8月，普惠金融-景气指数达48.6点，与2023年7月持平，仍高于2022年同期。随着国民经济持续恢复，生产供给稳中有升…', '中新网苏州9月23日电(华卓玛)9月22日，在第六届中国企业论坛报告发布会上，国务院国资委研究中心发布《中央企业高质量发展报告(2023)》(以下简称《报告》)显示，在2021年高速增长基…', '中新网上海9月24日电 中国证监会原主席肖钢24日在第五届外滩金融峰会上介绍，全球资管规模在快速增长，由2012年的62.4万亿美元增长到2021年的112.3万亿美元。中国这十年也增长非…', '中新网济南9月25日电 9月23日，在中国企业论坛“跑出战略性新兴产业‘加速度’”平行论坛上，国务院国资委规划发展局负责人指出，战略性新兴产业代表新一轮科技革命和产业变革的方向，是国家培育…', '央视网消息(新闻联播)：今年以来，随着经济稳步恢复，居民和企业服务需求扩大，各项支持服务业发展政策显效，我国服务业结构优化升级态势持续，共同支撑服务业保持较快增长。   今年上半年，服务业…', '9月22日，多个权威部门发布今年1—8月统计数据。多项数据表现亮眼，彰显我国经济的韧性与活力。 今年前八个月我国对外投资持续增长 商务部公布的数据显示，今年1至8月，我国对外非金融类直接投资…']",8,0.0022144353022091
2023-09-19,"['跨国公司加大在广西投资 航运及新能源受青睐', '1至8月中国新能源汽车销量排名前十企业集团合计销量同比增53.8%', '工信部加快推进元宇宙标准化工作', '央行、国家外汇管理局研究加大金融支持稳外贸稳外资力度']","['央视网消息：在2023年的中国—东盟博览会期间，“投资中国年——走进广西”专场活动吸引了很多跨国公司。   航运物流的便利是很多跨国公司看中广西，投资广西的重要元素之一。新加坡太平船务集团…', '中新社北京9月18日电\xa0 中国汽车工业协会18日发布2023年1至8月汽车行业重点企业集团销售情况显示，今年前8个月，中国新能源汽车销量排名前十位企业(集团)的合计销量同比增长53.8%。…', '中新社北京9月18日电 中国工业和信息化部18日对外发布《工业和信息化部元宇宙标准化工作组筹建方案(征求意见稿)》，提出中国需尽快组织国内重点企业、科研院所等优势资源，加强元宇宙行业标准化…', '中新社北京9月18日电   中国央行行长、国家外汇管理局局长潘功胜18日主持召开外资金融机构和外资企业座谈会，听取有关意见建议，研究加大金融支持稳外贸稳外资力度，进一步优化外商投资环境有关工…']",9,0.0022311211474174
2023-09-22,"['国家医保局：前8月我国基本医疗保险基金总收入20923.33亿元', '工信部：中方愿与德方、欧方加强中小企业领域交流合作', '国家粮食和物资储备局：预计秋粮旺季收购量2亿吨左右', '工信部：1至8月电信业务收入累计完成11417亿元 同比增长6.2%', '商务部：将推动出台支持汽车后市场发展等一批政策举措']","['9月22日，国家医疗保障局办公室副主任付超奇在新闻发布会上表示，今年1-8月，我国基本医疗保险基金（含生育保险）总收入20923.33亿元。其中，职工基本医疗保险基金（含生育保险）收入1473…', '据“工信微报”公众号9月22日消息，2023中德（欧）中小企业交流合作大会在山东省济南市开幕。工业和信息化部副部长徐晓兰以视频方式出席大会并致辞。 徐晓兰表示，中小企业是推动创新、促进就业、改…', '中新网北京9月21日电 记者21日从国家粮食和物资储备局获悉，预计秋粮旺季收购量大体在2亿吨左右。   全国秋粮收购工作会议当天在江西南昌召开，会议全面部署今年秋粮收购工作，要求各地结合当…', '中新社北京9月21日电 中国工业和信息化部21日发布的2023年1至8月通信业经济运行情况显示，1至8月，中国电信业务收入累计完成11417亿元(人民币，下同)，同比增长6.2%。按照上年…', '中新网9月21日电 商务部21日召开例行新闻发布会，新闻发言人何亚东在发布会上表示，中秋、国庆“双节”是传统的消费旺季。商务部正在组织开展“金九银十”系列促消费活动，更好满足居民节日消费需求…']",10,0.0022350288256407
